,segment_id,start_time_seconds,end_time_seconds,label
266980,6o0es8k9Jx8,7.349,7.893,/m/07rbp7_
266981,6o0es8k9Jx8,8.543,9.12,/m/07pbtc8
266982,6o0es8k9Jx8,9.331,10.0,/m/07rbp7_
267410,3QiGuXETYnQ,0.0,0.29100000000000004,/m/0bt9lr
267411,3QiGuXETYnQ,0.0,8.808,/m/093_4n
267412,3QiGuXETYnQ,0.331,0.8440000000000001,/m/0ghcn6
267413,3QiGuXETYnQ,0.9440000000000001,8.787,/m/0bt9lr
267473,Z-TXRCy2X3A,0.0,2.701,/m/05zppz
267474,Z-TXRCy2X3A,0.0,10.0,/m/04_sv
267475,Z-TXRCy2X3A,0.0,10.0,/m/06mb1
267476,Z-TXRCy2X3A,3.866,7.37,/m/05zppz
267477,Z-TXRCy2X3A,7.409,8.236,/m/02zsn
267478,Z-TXRCy2X3A,8.142000000000001,10.0,/m/05zppz
267479,Z-TXRCy2X3A,8.52,8.732000000000001,/m/02zsn
267480,Z-TXRCy2X3A,8.953,9.575,/m/02zsn
267612,41MtICTvZGM,0.0,5.405,/m/04rlf
267613,41MtICTvZGM,6.218,8.758,/m/068zj
267614,41MtICTvZGM,3.1460000000000004,9.365,/m/07q8f3b
267615,41MtICTvZGM,5.4639999999999995,9.468,/m/09f96
267695,Vlz5rVf_Mlk,0.0,10.0,/m/01jg02
267696,Vlz5rVf_Mlk,0.0,10.0,/m/093_4n
267952,6JHiuDM8UoY,0.0,10.0,/t/dd00077
267953,6JHiuDM8UoY,1.135,1.297,/t/dd00099
267954,6JHiuDM8UoY,2.134,2.3609999999999998,/t/dd00099
267955,6JHiuDM8UoY,3.092,3.304,/t/dd00099
267956,6JHiuDM8UoY,4.132,4.3839999999999995,/t/dd00099
267957,6JHiuDM8UoY,4.774,5.2860000000000005,/t/dd00099
267958,6JHiuDM8UoY,7.057,7.308,/t/dd00099
267959,6JHiuDM8UoY,7.382000000000001,7.893,/m/07pp_mv
267960,6JHiuDM8UoY,8.015,8.584,/m/07pp_mv
267961,6JHiuDM8UoY,8.048,8.21,/t/dd00099
267962,6JHiuDM8UoY,9.104,9.315,/t/dd00099
268105,0_QxGGzOvVI,0.583,0.946,/m/0242l
268106,0_QxGGzOvVI,0.997,1.315,/m/0242l
268259,B1lSqZqY-Y0,0.0,0.883,/m/06bxc
268260,B1lSqZqY-Y0,0.0,10.0,/m/04rlf
268261,B1lSqZqY-Y0,0.0,10.0,/m/093_4n
268262,B1lSqZqY-Y0,0.249,1.858,/m/05zppz
268263,B1lSqZqY-Y0,1.167,1.825,/m/06bxc
268264,B1lSqZqY-Y0,1.679,1.979,/m/07rv9rh
268265,B1lSqZqY-Y0,1.9709999999999999,2.329,/m/06bxc
268266,B1lSqZqY-Y0,2.329,3.279,/m/07q5rw0
268267,B1lSqZqY-Y0,2.605,3.312,/m/07rv9rh
268268,B1lSqZqY-Y0,3.4989999999999997,4.685,/m/05zppz
268269,B1lSqZqY-Y0,4.035,6.277,/m/07rv9rh
268270,B1lSqZqY-Y0,4.181,4.8389999999999995,/m/06bxc
268271,B1lSqZqY-Y0,5.066,6.334,/m/06bxc
268272,B1lSqZqY-Y0,6.399,7.625,/m/05zppz
268273,B1lSqZqY-Y0,6.553,6.9270000000000005,/m/06bxc
268274,B1lSqZqY-Y0,7.105,10.0,/m/06bxc
268275,B1lSqZqY-Y0,7.966,8.413,/m/02zsn
268276,B1lSqZqY-Y0,8.373,8.763,/m/07rv9rh
268277,B1lSqZqY-Y0,8.811,9.453,/m/03k3r
268278,B1lSqZqY-Y0,9.624,9.818999999999999,/m/07rv9rh
268479,9lg5Ki-WwH0,0.0,2.866,/t/dd00003
268480,9lg5Ki-WwH0,0.0,10.0,/m/04rlf
268481,9lg5Ki-WwH0,3.5980000000000003,5.457000000000001,/t/dd00003
268482,9lg5Ki-WwH0,4.512,6.055,/m/0l14jd
268483,9lg5Ki-WwH0,6.85,7.835,/t/dd00003
268484,9lg5Ki-WwH0,7.724,10.0,/m/0l14jd
268720,Z0OTDXtjK9M,0.0,9.071,/m/04rlf
268721,Z0OTDXtjK9M,4.843,4.968999999999999,/m/07qc9xj
268722,Z0OTDXtjK9M,9.22,9.362,/m/07qcpgn
268723,Z0OTDXtjK9M,9.008,10.0,/m/093_4n
268724,Z0OTDXtjK9M,0.0,10.0,/m/0g12c5
270002,ncmbVqH7rKE,0.0,10.0,/m/019jd
270003,ncmbVqH7rKE,2.105,10.0,/m/01v_m0
270004,ncmbVqH7rKE,4.436,5.431,/m/07k1x
270005,ncmbVqH7rKE,0.0,10.0,/m/0838f
270006,ncmbVqH7rKE,8.067,10.0,/t/dd00092
270232,UX3FMrhbvRM,0.0,5.433,/m/093_4n
270233,UX3FMrhbvRM,0.105,0.314,/m/01jg02
270234,UX3FMrhbvRM,0.501,0.725,/m/01jg02
270235,UX3FMrhbvRM,0.9570000000000001,1.143,/m/01jg02
270236,UX3FMrhbvRM,1.345,1.5619999999999998,/m/01jg02
270237,UX3FMrhbvRM,1.726,2.4290000000000003,/m/0lyf6
270238,UX3FMrhbvRM,1.749,1.9580000000000002,/m/01jg02
270239,UX3FMrhbvRM,2.1,2.339,/m/01jg02
270240,UX3FMrhbvRM,2.526,2.728,/m/01jg02
270241,UX3FMrhbvRM,2.6010000000000004,3.423,/m/0lyf6
270242,UX3FMrhbvRM,3.094,3.303,/m/01jg02
270243,UX3FMrhbvRM,3.199,3.438,/t/dd00099
270244,UX3FMrhbvRM,3.535,3.7739999999999996,/m/01jg02
270245,UX3FMrhbvRM,3.9610000000000003,4.275,/m/01jg02
270246,UX3FMrhbvRM,4.387,4.8580000000000005,/m/01jg02
270247,UX3FMrhbvRM,4.97,5.417999999999999,/m/01jg02
270346,xwrLXJrf7Go,0.0,10.0,/m/093_4n
270347,xwrLXJrf7Go,0.134,1.495,/m/05rj2
270348,xwrLXJrf7Go,0.32,0.835,/m/05zppz
270349,xwrLXJrf7Go,1.55,1.942,/m/05zppz
270350,xwrLXJrf7Go,2.024,3.55,/m/05rj2
270351,xwrLXJrf7Go,2.189,2.8560000000000003,/m/05zppz
270352,xwrLXJrf7Go,3.88,4.354,/m/05rj2
270353,xwrLXJrf7Go,4.588,5.013999999999999,/m/05zppz
270354,xwrLXJrf7Go,5.186,5.6739999999999995,/m/05zppz
270355,xwrLXJrf7Go,5.516,5.949,/m/05rj2
270356,xwrLXJrf7Go,5.921,6.443,/m/07ppn3j
270357,xwrLXJrf7Go,6.505,8.23,/m/05zppz
270358,xwrLXJrf7Go,8.443,10.0,/m/05rj2
270359,xwrLXJrf7Go,8.622,10.0,/m/05zppz
270441,z6oOz1AYk7Y,0.0,10.0,/t/dd00077
270442,z6oOz1AYk7Y,0.433,0.535,/t/dd00099
270443,z6oOz1AYk7Y,0.8909999999999999,0.966,/t/dd00099
270444,z6oOz1AYk7Y,0.9129999999999999,1.339,/t/dd00109
270445,z6oOz1AYk7Y,1.37,1.4880000000000002,/t/dd00099
270446,z6oOz1AYk7Y,1.886,2.296,/t/dd00099
270447,z6oOz1AYk7Y,2.898,3.0189999999999997,/t/dd00099
270448,z6oOz1AYk7Y,3.016,3.142,/m/07qc9xj
270449,z6oOz1AYk7Y,3.472,4.367,/m/01y3hg
270450,z6oOz1AYk7Y,4.899,5.157,/t/dd00099
270451,z6oOz1AYk7Y,5.315,5.414,/t/dd00099
270452,z6oOz1AYk7Y,5.564,5.6739999999999995,/t/dd00099
270453,z6oOz1AYk7Y,5.961,6.117999999999999,/m/07qcpgn
270454,z6oOz1AYk7Y,6.414,6.732,/t/dd00099
270455,z6oOz1AYk7Y,6.449,7.079,/t/dd00109
270456,z6oOz1AYk7Y,6.877000000000001,7.062,/t/dd00099
270457,z6oOz1AYk7Y,7.843,8.197000000000001,/t/dd00109
270458,z6oOz1AYk7Y,7.935,8.184,/t/dd00099
270459,z6oOz1AYk7Y,8.767999999999999,9.0,/t/dd00099
270460,z6oOz1AYk7Y,8.857999999999999,9.15,/t/dd00109
270461,z6oOz1AYk7Y,9.472000000000001,9.802999999999999,/t/dd00099
270783,9kLbnqoMy3s,0.0,10.0,/m/07jdr
271069,1SRr6IhJV_A,0.0,10.0,/m/06_fw
271070,1SRr6IhJV_A,9.669,9.929,/m/07pggtn
271071,1SRr6IhJV_A,7.6610000000000005,8.283,/t/dd00099
271215,207DZ-rawjI,0.636,1.99,/m/0c1dj
271216,207DZ-rawjI,0.636,9.503,/m/0bzvm2
271217,207DZ-rawjI,1.714,2.903,/m/05zppz
271218,207DZ-rawjI,2.028,9.503,/m/04rlf
271219,207DZ-rawjI,3.24,3.6289999999999996,/m/0c1dj
271220,207DZ-rawjI,3.322,3.674,/m/05zppz
271221,207DZ-rawjI,3.861,4.385,/m/05zppz
273618,hYjS8SJ-eA4,0.0,10.0,/m/07jdr
273619,hYjS8SJ-eA4,0.384,1.455,/t/dd00048
273620,hYjS8SJ-eA4,1.7109999999999999,2.224,/m/07rwm0c
273621,hYjS8SJ-eA4,2.293,7.497000000000001,/t/dd00048
273622,hYjS8SJ-eA4,3.085,3.9810000000000003,/m/07rwm0c
273623,hYjS8SJ-eA4,4.598,5.402,/m/07rwm0c
273624,hYjS8SJ-eA4,6.042000000000001,6.31,/m/07rwm0c
273625,hYjS8SJ-eA4,8.801,10.0,/t/dd00048
273626,hYjS8SJ-eA4,9.127,10.0,/m/02zsn
273839,sDX_95H0f9Q,0.0,9.388,/m/0k4j
273840,sDX_95H0f9Q,0.0,10.0,/m/04rlf
273881,zRYb9kRZ35s,0.0,10.0,/t/dd00077
273882,zRYb9kRZ35s,0.256,0.309,/m/07qjznt
273883,zRYb9kRZ35s,0.519,0.617,/m/07qjznt
273884,zRYb9kRZ35s,0.82,0.9329999999999999,/m/07qjznt
273885,zRYb9kRZ35s,1.091,1.166,/m/07qjznt
273886,zRYb9kRZ35s,1.4,1.4969999999999999,/m/07qjznt
273887,zRYb9kRZ35s,1.625,2.295,/t/dd00099
273888,zRYb9kRZ35s,1.7009999999999998,1.798,/m/07qjznt
273889,zRYb9kRZ35s,2.0469999999999997,2.114,/m/07qjznt
273890,zRYb9kRZ35s,2.3480000000000003,2.4,/m/07qjznt
273891,zRYb9kRZ35s,2.611,2.701,/m/07qjznt
273892,zRYb9kRZ35s,2.927,3.002,/m/07qjznt
273893,zRYb9kRZ35s,3.19,3.273,/m/07qjznt
273894,zRYb9kRZ35s,3.537,3.612,/m/07qjznt
273895,zRYb9kRZ35s,3.792,3.8680000000000003,/m/07qjznt
273896,zRYb9kRZ35s,4.1080000000000005,4.191,/m/07qjznt
273897,zRYb9kRZ35s,4.372,4.47,/m/07qjznt
273898,zRYb9kRZ35s,4.703,4.7860000000000005,/m/07qjznt
273899,zRYb9kRZ35s,4.981,5.041,/m/07qjznt
273900,zRYb9kRZ35s,5.282,5.357,/m/07qjznt
273901,zRYb9kRZ35s,5.568,5.651,/m/07qjznt
273902,zRYb9kRZ35s,5.877000000000001,5.944,/m/07qjznt
273903,zRYb9kRZ35s,6.185,6.245,/m/07qjznt
273904,zRYb9kRZ35s,6.4639999999999995,6.524,/m/07qjznt
273905,zRYb9kRZ35s,6.772,6.847,/m/07qjznt
273906,zRYb9kRZ35s,7.005,7.0729999999999995,/m/07qjznt
273907,zRYb9kRZ35s,7.314,7.388999999999999,/m/07qjznt
273908,zRYb9kRZ35s,7.6,7.682,/m/07qjznt
273909,zRYb9kRZ35s,7.952999999999999,8.029,/m/07qjznt
273910,zRYb9kRZ35s,8.238999999999999,8.315,/m/07qjznt
273911,zRYb9kRZ35s,8.555,8.631,/m/07qjznt
273912,zRYb9kRZ35s,8.796,8.879,/m/07qjznt
273913,zRYb9kRZ35s,9.135,9.21,/m/07qjznt
273914,zRYb9kRZ35s,9.413,9.517999999999999,/m/07qjznt
273915,zRYb9kRZ35s,9.759,9.85,/m/07qjznt
274274,3RdCUlZnty8,0.0,10.0,/m/07p9k1k
274275,3RdCUlZnty8,0.0,10.0,/t/dd00077
274276,3RdCUlZnty8,0.382,1.942,/m/04brg2
274277,3RdCUlZnty8,2.6630000000000003,3.239,/m/04brg2
274278,3RdCUlZnty8,3.509,7.893,/m/07ptfmf
274279,3RdCUlZnty8,8.161,8.405,/m/020bb7
274280,3RdCUlZnty8,8.691,10.0,/m/07ptfmf
275372,N7L3RA-QTdE,0.0,10.0,/m/093_4n
275373,N7L3RA-QTdE,0.275,0.42700000000000005,/m/0jbk
275374,N7L3RA-QTdE,0.7090000000000001,4.742,/t/dd00141
275375,N7L3RA-QTdE,0.736,2.134,/m/0395lw
275376,N7L3RA-QTdE,2.285,3.18,/m/0395lw
275377,N7L3RA-QTdE,3.682,4.218999999999999,/m/0395lw
275378,N7L3RA-QTdE,4.343,4.494,/m/0395lw
275379,N7L3RA-QTdE,4.838,5.761,/m/0395lw
275380,N7L3RA-QTdE,4.845,6.057,/m/0jbk
275381,N7L3RA-QTdE,6.256,6.614,/m/0395lw
275382,N7L3RA-QTdE,6.263,10.0,/t/dd00141
275383,N7L3RA-QTdE,8.747,9.807,/m/0395lw
277800,5iW26-LNSaY,0.0,9.395,/t/dd00088
278084,kzVtVXqDqEc,0.0,1.3780000000000001,/m/05zppz
278085,kzVtVXqDqEc,0.0,10.0,/m/093_4n
278086,kzVtVXqDqEc,1.351,1.589,/t/dd00099
278087,kzVtVXqDqEc,1.7919999999999998,1.9280000000000002,/t/dd00099
278088,kzVtVXqDqEc,2.01,2.125,/t/dd00099
278089,kzVtVXqDqEc,2.505,2.6069999999999998,/t/dd00099
278090,kzVtVXqDqEc,2.784,2.912,/t/dd00099
278091,kzVtVXqDqEc,3.008,6.307,/m/05zppz
278092,kzVtVXqDqEc,3.409,3.6460000000000004,/m/07qjznt
278093,kzVtVXqDqEc,4.963,5.065,/m/07qjznt
278094,kzVtVXqDqEc,5.845,5.94,/m/07qjznt
278095,kzVtVXqDqEc,6.2989999999999995,6.795,/t/dd00109
278096,kzVtVXqDqEc,6.626,6.721,/m/07qjznt
278097,kzVtVXqDqEc,6.874,7.377999999999999,/t/dd00109
278098,kzVtVXqDqEc,7.52,8.527000000000001,/m/0fqfqc
278099,kzVtVXqDqEc,8.669,8.941,/m/0fqfqc
278100,kzVtVXqDqEc,9.104,10.0,/m/0fqfqc
278101,kzVtVXqDqEc,9.369,10.0,/m/07pp8cl
278102,8vOBijliMRc,0.0,10.0,/m/03m9d0z
278103,8vOBijliMRc,0.46,1.07,/m/02zsn
278104,8vOBijliMRc,2.394,3.323,/m/04s8yn
278105,8vOBijliMRc,3.742,4.067,/t/dd00099
278106,8vOBijliMRc,4.806,5.138999999999999,/t/dd00099
278107,8vOBijliMRc,5.334,5.627000000000001,/t/dd00099
278108,8vOBijliMRc,5.692,6.732,/m/04s8yn
278109,8vOBijliMRc,6.91,7.796,/m/04s8yn
278110,8vOBijliMRc,9.128,9.656,/m/020bb7
278111,8vOBijliMRc,9.648,10.0,/m/02zsn
278680,aGsIjsja0JQ,0.102,1.157,/m/015jpf
278681,aGsIjsja0JQ,3.26,10.0,/m/01h8n0
278682,aGsIjsja0JQ,2.63,3.252,/m/01z47d
278683,aGsIjsja0JQ,9.354,10.0,/m/02zsn
278684,aGsIjsja0JQ,5.606,6.457000000000001,/m/04rlf
278685,aGsIjsja0JQ,6.346,8.969,/m/05zppz
278686,aGsIjsja0JQ,1.78,1.945,/m/07qcpgn
278687,aGsIjsja0JQ,6.276,6.37,/m/07qjznt
278688,aGsIjsja0JQ,3.252,10.0,/t/dd00077
278689,aGsIjsja0JQ,3.8739999999999997,4.165,/t/dd00099
278828,a7GN1q4dH30,0.0,10.0,/t/dd00077
278829,a7GN1q4dH30,0.052000000000000005,0.501,/t/dd00109
278830,a7GN1q4dH30,0.757,0.875,/t/dd00099
278831,a7GN1q4dH30,1.463,1.58,/t/dd00099
278832,a7GN1q4dH30,1.85,2.265,/t/dd00109
278833,a7GN1q4dH30,2.977,4.056,/m/05zppz
278834,a7GN1q4dH30,5.093,5.315,/m/05zppz
278835,a7GN1q4dH30,5.584,6.311,/m/05zppz
278836,a7GN1q4dH30,6.898,7.085,/m/05zppz
278837,a7GN1q4dH30,7.417000000000001,7.7010000000000005,/m/05zppz
278838,a7GN1q4dH30,9.326,9.927,/m/05zppz
278911,-R9gJXtS07g,0.057999999999999996,2.91,/t/dd00077
278912,-R9gJXtS07g,2.9339999999999997,8.231,/t/dd00066
278913,-R9gJXtS07g,8.266,10.0,/m/04rlf
279012,tS9TAK2TdkQ,0.0,10.0,/m/03qtwd
279013,tS9TAK2TdkQ,0.0,10.0,/m/04rlf
279014,tS9TAK2TdkQ,9.756,10.0,/m/07p6fty
279015,tS9TAK2TdkQ,0.0,10.0,/m/093_4n
279016,tS9TAK2TdkQ,9.776,10.0,/m/09x0r
279026,gX-llX-PVjw,0.0,5.004,/m/04rlf
279027,gX-llX-PVjw,3.529,10.0,/m/093_4n
279028,gX-llX-PVjw,6.29,10.0,/m/01m2v
279029,gX-llX-PVjw,7.013,9.255,/m/02zsn
279092,695nvt2cbP8,2.78,3.543,/m/01j3sz
279093,695nvt2cbP8,0.0,10.0,/m/03qtwd
279094,695nvt2cbP8,7.275,10.0,/m/053hz1
279095,695nvt2cbP8,2.004,2.7039999999999997,/m/05zppz
279096,695nvt2cbP8,7.2829999999999995,7.882000000000001,/m/07rwj3x
279097,695nvt2cbP8,1.6469999999999998,2.004,/m/09l8g
279098,695nvt2cbP8,7.803,10.0,/m/0l15bq
279099,695nvt2cbP8,3.795,6.945,/t/dd00003
279373,6zsk7B4jgxk,0.0,7.431,/m/0130jx
279374,6zsk7B4jgxk,0.0,10.0,/m/04rlf
279375,6zsk7B4jgxk,0.986,1.359,/t/dd00099
279376,6zsk7B4jgxk,2.459,5.156000000000001,/m/05zppz
279377,6zsk7B4jgxk,5.501,5.688,/m/05zppz
279378,6zsk7B4jgxk,7.638,7.749,/t/dd00099
279379,6zsk7B4jgxk,9.07,10.0,/m/05zppz
279989,gwwZ54DzXjE,0.0,1.2429999999999999,/m/0l14jd
279990,gwwZ54DzXjE,0.0,10.0,/m/04rlf
279991,gwwZ54DzXjE,1.2429999999999999,1.844,/t/dd00003
279992,gwwZ54DzXjE,1.839,3.0,/m/0l14jd
279993,gwwZ54DzXjE,3.115,5.034,/t/dd00006
279994,gwwZ54DzXjE,3.5610000000000004,6.606,/m/0l14jd
279995,gwwZ54DzXjE,6.67,7.096,/t/dd00003
279996,gwwZ54DzXjE,7.039,10.0,/m/0l14jd
279997,gwwZ54DzXjE,8.17,8.771,/t/dd00003
280822,712QrVEkaAo,0.0,3.715,/m/02bk07
280823,712QrVEkaAo,0.0,3.736,/m/04rlf
280824,712QrVEkaAo,3.681,4.787,/m/0lyf6
280825,712QrVEkaAo,4.752,10.0,/m/02bk07
280826,712QrVEkaAo,4.766,10.0,/m/04rlf
280960,SHGjVOTXlNc,0.0,10.0,/m/014yck
280961,SHGjVOTXlNc,0.0,10.0,/m/07q2z82
281210,1hJB8Fg5UKI,0.0,9.347000000000001,/t/dd00077
281211,1hJB8Fg5UKI,0.165,0.73,/t/dd00099
281212,1hJB8Fg5UKI,1.158,1.3459999999999999,/m/020bb7
281213,1hJB8Fg5UKI,1.676,2.299,/t/dd00109
281214,1hJB8Fg5UKI,2.5,2.5580000000000003,/t/dd00099
281215,1hJB8Fg5UKI,2.792,2.9019999999999997,/t/dd00099
281216,1hJB8Fg5UKI,3.278,3.447,/t/dd00099
281217,1hJB8Fg5UKI,3.505,3.699,/m/05zppz
281218,1hJB8Fg5UKI,3.8360000000000003,3.9,/t/dd00099
281219,1hJB8Fg5UKI,3.9589999999999996,4.1339999999999995,/m/020bb7
281220,1hJB8Fg5UKI,4.192,4.419,/m/05zppz
281221,1hJB8Fg5UKI,5.301,5.489,/m/020bb7
281222,1hJB8Fg5UKI,5.372000000000001,5.437,/t/dd00099
281223,1hJB8Fg5UKI,5.82,6.52,/t/dd00099
281224,1hJB8Fg5UKI,6.41,6.662999999999999,/m/09l8g
281225,1hJB8Fg5UKI,6.773,6.896,/t/dd00099
281226,1hJB8Fg5UKI,7.551,7.629,/t/dd00099
281227,1hJB8Fg5UKI,8.083,8.219,/m/020bb7
281228,1hJB8Fg5UKI,8.219,8.316,/t/dd00099
281234,8JmnE2C3Mqw,8.433,9.709,/m/07qv4k0
281235,8JmnE2C3Mqw,0.787,10.0,/m/096m7z
281236,8JmnE2C3Mqw,8.386000000000001,8.575,/t/dd00099
282270,iga_4dsQYPE,0.0,1.2,/m/0bzvm2
282271,iga_4dsQYPE,0.038,1.2,/m/0c1dj
282272,iga_4dsQYPE,1.419,1.525,/m/07pbtc8
282273,iga_4dsQYPE,2.556,2.637,/t/dd00099
282274,iga_4dsQYPE,2.946,3.052,/m/07pbtc8
282275,iga_4dsQYPE,3.0839999999999996,3.19,/t/dd00099
282276,iga_4dsQYPE,3.4419999999999997,4.815,/m/0bzvm2
282277,iga_4dsQYPE,3.58,3.7910000000000004,/m/05zppz
282278,iga_4dsQYPE,3.9530000000000003,4.831,/m/05zppz
282279,iga_4dsQYPE,4.928,5.099,/t/dd00099
282280,iga_4dsQYPE,5.204,5.334,/t/dd00099
282281,iga_4dsQYPE,5.497000000000001,5.586,/t/dd00099
282282,iga_4dsQYPE,5.854,6.0329999999999995,/t/dd00099
282283,iga_4dsQYPE,6.334,6.569,/t/dd00099
282284,iga_4dsQYPE,6.9510000000000005,7.057,/t/dd00099
282285,iga_4dsQYPE,7.332999999999999,7.471,/t/dd00099
282286,iga_4dsQYPE,7.957999999999999,8.056000000000001,/t/dd00099
282287,iga_4dsQYPE,8.145,9.916,/m/0bzvm2
282288,iga_4dsQYPE,8.152999999999999,8.714,/m/0c1dj
282289,iga_4dsQYPE,8.795,9.38,/m/07plz5l
282290,iga_4dsQYPE,9.477,9.94,/m/05zppz
283293,FmK_QqkLhiE,0.0,10.0,/m/0150b9
283294,FmK_QqkLhiE,0.126,0.606,/t/dd00099
283295,FmK_QqkLhiE,0.9690000000000001,1.787,/t/dd00099
283296,FmK_QqkLhiE,2.283,2.89,/t/dd00099
283297,FmK_QqkLhiE,3.055,3.984,/t/dd00099
283298,FmK_QqkLhiE,4.48,5.063,/t/dd00099
283299,FmK_QqkLhiE,5.2989999999999995,5.409,/t/dd00099
283300,FmK_QqkLhiE,5.606,5.747999999999999,/t/dd00099
283301,FmK_QqkLhiE,5.928999999999999,6.11,/t/dd00099
283302,FmK_QqkLhiE,6.984,7.638,/t/dd00099
283303,FmK_QqkLhiE,7.952999999999999,9.472000000000001,/t/dd00099
283443,EDI1-nNDU60,0.0,0.601,/m/07q0h5t
283444,EDI1-nNDU60,0.0,4.815,/m/0239kh
283445,EDI1-nNDU60,0.0,10.0,/m/03m9d0z
283446,EDI1-nNDU60,0.65,1.484,/m/09l8g
283447,EDI1-nNDU60,0.777,1.224,/m/07bgp
283448,EDI1-nNDU60,1.37,1.906,/t/dd00109
283449,EDI1-nNDU60,1.99,3.495,/m/09l8g
283450,EDI1-nNDU60,2.004,3.092,/m/07q0h5t
283451,EDI1-nNDU60,3.693,4.124,/m/07q0h5t
283452,EDI1-nNDU60,3.832,4.603,/t/dd00109
283453,EDI1-nNDU60,4.579,6.472,/m/09l8g
283454,EDI1-nNDU60,5.117,6.3420000000000005,/m/07q0h5t
283455,EDI1-nNDU60,6.26,7.284,/m/07bgp
283456,EDI1-nNDU60,6.269,9.006,/m/0239kh
283457,EDI1-nNDU60,7.317,7.6979999999999995,/m/07q0h5t
283458,EDI1-nNDU60,7.382000000000001,7.771,/t/dd00109
283459,EDI1-nNDU60,7.731,7.966,/m/03fwl
283460,EDI1-nNDU60,7.957999999999999,9.25,/m/07q0h5t
283461,EDI1-nNDU60,8.543,9.972999999999999,/m/07bgp
283462,EDI1-nNDU60,9.421,10.0,/m/0239kh
283463,EDI1-nNDU60,9.421,10.0,/m/09l8g
284263,9Z7UYez0FUM,0.0,0.243,/m/05zppz
284264,9Z7UYez0FUM,0.384,1.012,/m/05zppz
284265,9Z7UYez0FUM,1.178,1.9080000000000001,/m/05zppz
284266,9Z7UYez0FUM,2.228,2.394,/m/02fs_r
284267,9Z7UYez0FUM,2.612,2.804,/m/0dgw9r
284268,9Z7UYez0FUM,2.676,3.0860000000000003,/m/0lyf6
284269,9Z7UYez0FUM,3.188,3.931,/m/05zppz
284270,9Z7UYez0FUM,4.0969999999999995,6.3,/m/05zppz
284271,9Z7UYez0FUM,6.492000000000001,6.85,/t/dd00099
284272,9Z7UYez0FUM,6.747999999999999,7.029,/m/0lyf6
284273,9Z7UYez0FUM,7.132000000000001,9.04,/m/05zppz
284274,9Z7UYez0FUM,7.516,7.746,/t/dd00099
284275,9Z7UYez0FUM,9.027000000000001,9.347000000000001,/m/0lyf6
284276,9Z7UYez0FUM,9.36,9.501,/t/dd00099
284277,9Z7UYez0FUM,9.398,9.577,/m/02fs_r
284278,9Z7UYez0FUM,9.398,10.0,/m/05zppz
284279,9Z7UYez0FUM,9.77,10.0,/m/02fs_r
284553,G-5UYGccne4,0.0,10.0,/m/04rlf
284554,G-5UYGccne4,0.272,7.56,/m/0l14jd
284555,G-5UYGccne4,7.787999999999999,10.0,/m/0l14jd
284665,0j8uGnMwGbs,0.14300000000000002,5.396,/m/04fq5q
284666,0j8uGnMwGbs,5.415,6.269,/m/093_4n
284932,Xfagd-HNyWM,0.0,10.0,/m/03p19w
285235,_1Vip925B2Q,0.0,10.0,/m/04rlf
285236,_1Vip925B2Q,0.0,10.0,/t/dd00003
285237,_1Vip925B2Q,0.444,0.5579999999999999,/t/dd00099
285238,_1Vip925B2Q,2.426,2.556,/t/dd00099
285239,_1Vip925B2Q,3.6689999999999996,3.864,/t/dd00099
285240,_1Vip925B2Q,5.692,5.837999999999999,/t/dd00099
285241,_1Vip925B2Q,6.147,6.236000000000001,/t/dd00099
285242,_1Vip925B2Q,6.975,7.105,/t/dd00099
285243,_1Vip925B2Q,8.901,9.031,/t/dd00099
285244,_1Vip925B2Q,9.347000000000001,9.477,/t/dd00099
285497,IUTsz7xTiE8,0.0,10.0,/m/02mk9
285498,IUTsz7xTiE8,0.365,0.601,/m/07qjznt
285499,IUTsz7xTiE8,0.8109999999999999,0.9229999999999999,/t/dd00099
285500,IUTsz7xTiE8,1.641,1.709,/m/07qjznt
285501,IUTsz7xTiE8,7.474,7.659,/t/dd00099
285502,IUTsz7xTiE8,8.18,8.272,/m/07qjznt
285503,IUTsz7xTiE8,8.415,8.557,/t/dd00099
285727,F5mlY-Tqro0,2.843,10.0,/m/02417f
285728,F5mlY-Tqro0,9.597999999999999,9.701,/m/07qcpgn
285729,F5mlY-Tqro0,0.0,10.0,/t/dd00077
286304,0XXyOMw32z8,0.0,10.0,/m/04rlf
286305,0XXyOMw32z8,7.48,9.267999999999999,/m/05zppz
286306,0XXyOMw32z8,5.756,5.968999999999999,/m/07qnq_y
286307,0XXyOMw32z8,6.535,7.0,/t/dd00099
286349,0H7e3F9KL78,0.0,10.0,/t/dd00077
286350,0H7e3F9KL78,0.353,0.44799999999999995,/m/07qjznt
286351,0H7e3F9KL78,0.523,0.604,/m/07qjznt
286352,0H7e3F9KL78,0.767,0.8959999999999999,/t/dd00099
286353,0H7e3F9KL78,4.223,4.922,/m/07pp_mv
286354,0H7e3F9KL78,4.898,5.409,/t/dd00109
286355,0H7e3F9KL78,6.1979999999999995,6.7410000000000005,/m/07pp_mv
286356,0H7e3F9KL78,7.3389999999999995,7.5760000000000005,/m/07pp_mv
286357,0H7e3F9KL78,7.78,8.025,/m/07pp_mv
286358,0H7e3F9KL78,8.152999999999999,8.391,/m/07pp_mv
286359,0H7e3F9KL78,8.52,8.798,/m/07pp_mv
286360,0H7e3F9KL78,9.464,10.0,/m/07pp_mv
